#,Date,Time,GMT-05:00,Temp
1,6/7/17,12:00:00,PM,20.901
2,6/7/17,12:05:00,PM,21.091
3,6/7/17,12:10:00,PM,21.378
4,6/7/17,12:15:00,PM,21.664
5,6/7/17,12:20:00,PM,21.951
6,6/7/17,12:25:00,PM,22.142
7,6/7/17,12:30:00,PM,22.429
8,6/7/17,12:35:00,PM,22.621
9,6/7/17,12:40:00,PM,22.812
10,6/7/17,12:45:00,PM,23.004
11,6/7/17,12:50:00,PM,23.1
12,6/7/17,12:55:00,PM,23.196
13,6/7/17,1:00:00,PM,23.292
14,6/7/17,1:05:00,PM,23.388
15,6/7/17,1:10:00,PM,23.388
16,6/7/17,1:15:00,PM,23.581
17,6/7/17,1:20:00,PM,23.677
18,6/7/17,1:25:00,PM,23.869
19,6/7/17,1:30:00,PM,24.062
20,6/7/17,1:35:00,PM,24.835
21,6/7/17,1:40:00,PM,24.931
22,6/7/17,1:45:00,PM,25.319
23,6/7/17,1:50:00,PM,25.416
24,6/7/17,1:55:00,PM,25.416
25,6/7/17,2:00:00,PM,25.319
26,6/7/17,2:05:00,PM,24.931
27,6/7/17,2:10:00,PM,24.835
28,6/7/17,2:15:00,PM,25.222
29,6/7/17,2:20:00,PM,26.195
30,6/7/17,2:25:00,PM,26.39
31,6/7/17,2:30:00,PM,25.513
32,6/7/17,2:35:00,PM,24.255
33,6/7/17,2:40:00,PM,23.773
34,6/7/17,2:45:00,PM,23.581
35,6/7/17,2:50:00,PM,23.677
36,6/7/17,2:55:00,PM,24.351
37,6/7/17,3:00:00,PM,24.448
38,6/7/17,3:05:00,PM,24.255
39,6/7/17,3:10:00,PM,24.062
40,6/7/17,3:15:00,PM,23.581
41,6/7/17,3:20:00,PM,23.1
42,6/7/17,3:25:00,PM,22.238
43,6/7/17,3:30:00,PM,21.091
44,6/7/17,3:35:00,PM,21.187
45,6/7/17,3:40:00,PM,21.76
46,6/7/17,3:45:00,PM,22.238
47,6/7/17,3:50:00,PM,22.525
48,6/7/17,3:55:00,PM,22.333
49,6/7/17,4:00:00,PM,21.378
50,6/7/17,4:05:00,PM,22.908
51,6/7/17,4:10:00,PM,24.158
52,6/7/17,4:15:00,PM,25.222
53,6/7/17,4:20:00,PM,26
54,6/7/17,4:25:00,PM,26.292
55,6/7/17,4:30:00,PM,24.931
56,6/7/17,4:35:00,PM,23.869
57,6/7/17,4:40:00,PM,23.1
58,6/7/17,4:45:00,PM,22.717
59,6/7/17,4:50:00,PM,22.717
60,6/7/17,4:55:00,PM,22.812
61,6/7/17,5:00:00,PM,22.812
62,6/7/17,5:05:00,PM,23.1
63,6/7/17,5:10:00,PM,23.966
64,6/7/17,5:15:00,PM,24.835
65,6/7/17,5:20:00,PM,24.931
66,6/7/17,5:25:00,PM,25.222
67,6/7/17,5:30:00,PM,25.902
68,6/7/17,5:35:00,PM,26.781
69,6/7/17,5:40:00,PM,26.977
70,6/7/17,5:45:00,PM,26.781
71,6/7/17,5:50:00,PM,26.195
72,6/7/17,5:55:00,PM,25.805
73,6/7/17,6:00:00,PM,28.357
74,6/7/17,6:05:00,PM,28.853
75,6/7/17,6:10:00,PM,29.152
76,6/7/17,6:15:00,PM,27.961
77,6/7/17,6:20:00,PM,26.585
78,6/7/17,6:25:00,PM,25.61
79,6/7/17,6:30:00,PM,24.835
80,6/7/17,6:35:00,PM,24.738
81,6/7/17,6:40:00,PM,24.641
82,6/7/17,6:45:00,PM,24.545
83,6/7/17,6:50:00,PM,24.448
84,6/7/17,6:55:00,PM,23.869
85,6/7/17,7:00:00,PM,23.388
86,6/7/17,7:05:00,PM,22.717
87,6/7/17,7:10:00,PM,21.664
88,6/7/17,7:15:00,PM,20.996
89,6/7/17,7:20:00,PM,20.615
90,6/7/17,7:25:00,PM,20.234
91,6/7/17,7:30:00,PM,20.043
92,6/7/17,7:35:00,PM,19.853
93,6/7/17,7:40:00,PM,19.662
94,6/7/17,7:45:00,PM,19.472
95,6/7/17,7:50:00,PM,19.377
96,6/7/17,7:55:00,PM,19.282
97,6/7/17,8:00:00,PM,19.092
98,6/7/17,8:05:00,PM,18.996
99,6/7/17,8:10:00,PM,18.901
100,6/7/17,8:15:00,PM,18.711
101,6/7/17,8:20:00,PM,18.616
102,6/7/17,8:25:00,PM,18.521
103,6/7/17,8:30:00,PM,18.426
104,6/7/17,8:35:00,PM,18.331
105,6/7/17,8:40:00,PM,18.236
106,6/7/17,8:45:00,PM,18.045
107,6/7/17,8:50:00,PM,17.95
108,6/7/17,8:55:00,PM,17.95
109,6/7/17,9:00:00,PM,17.76
110,6/7/17,9:05:00,PM,17.665
111,6/7/17,9:10:00,PM,17.57
112,6/7/17,9:15:00,PM,17.475
113,6/7/17,9:20:00,PM,17.475
114,6/7/17,9:25:00,PM,17.284
115,6/7/17,9:30:00,PM,17.189
116,6/7/17,9:35:00,PM,17.189
117,6/7/17,9:40:00,PM,17.094
118,6/7/17,9:45:00,PM,16.999
119,6/7/17,9:50:00,PM,16.903
120,6/7/17,9:55:00,PM,16.808
121,6/7/17,10:00:00,PM,16.713
122,6/7/17,10:05:00,PM,16.618
123,6/7/17,10:10:00,PM,16.618
124,6/7/17,10:15:00,PM,16.523
125,6/7/17,10:20:00,PM,16.427
126,6/7/17,10:25:00,PM,16.427
127,6/7/17,10:30:00,PM,16.332
128,6/7/17,10:35:00,PM,16.332
129,6/7/17,10:40:00,PM,16.237
130,6/7/17,10:45:00,PM,16.237
131,6/7/17,10:50:00,PM,16.141
132,6/7/17,10:55:00,PM,16.141
133,6/7/17,11:00:00,PM,16.141
134,6/7/17,11:05:00,PM,16.141
135,6/7/17,11:10:00,PM,16.141
136,6/7/17,11:15:00,PM,16.141
137,6/7/17,11:20:00,PM,16.141
138,6/7/17,11:25:00,PM,16.141
139,6/7/17,11:30:00,PM,16.141
140,6/7/17,11:35:00,PM,16.141
141,6/7/17,11:40:00,PM,16.141
142,6/7/17,11:45:00,PM,16.141
143,6/7/17,11:50:00,PM,16.141
144,6/7/17,11:55:00,PM,16.141
145,6/8/17,12:00:00,AM,16.046
146,6/8/17,12:05:00,AM,16.046
147,6/8/17,12:10:00,AM,16.046
148,6/8/17,12:15:00,AM,16.046
149,6/8/17,12:20:00,AM,16.046
150,6/8/17,12:25:00,AM,16.046
151,6/8/17,12:30:00,AM,16.046
152,6/8/17,12:35:00,AM,15.951
153,6/8/17,12:40:00,AM,15.951
154,6/8/17,12:45:00,AM,15.951
155,6/8/17,12:50:00,AM,15.951
156,6/8/17,12:55:00,AM,15.951
157,6/8/17,1:00:00,AM,15.951
158,6/8/17,1:05:00,AM,15.951
159,6/8/17,1:10:00,AM,15.951
160,6/8/17,1:15:00,AM,15.951
161,6/8/17,1:20:00,AM,15.951
162,6/8/17,1:25:00,AM,15.855
163,6/8/17,1:30:00,AM,15.855
164,6/8/17,1:35:00,AM,15.855
165,6/8/17,1:40:00,AM,15.855
166,6/8/17,1:45:00,AM,15.855
167,6/8/17,1:50:00,AM,15.855
168,6/8/17,1:55:00,AM,15.855
169,6/8/17,2:00:00,AM,15.855
170,6/8/17,2:05:00,AM,15.76
171,6/8/17,2:10:00,AM,15.76
172,6/8/17,2:15:00,AM,15.76
173,6/8/17,2:20:00,AM,15.76
174,6/8/17,2:25:00,AM,15.76
175,6/8/17,2:30:00,AM,15.76
176,6/8/17,2:35:00,AM,15.76
177,6/8/17,2:40:00,AM,15.76
